	index_x	Protein1	Protein2	Score_x	Description1_x	Description2_x	Protein_1_clusters_x	Protein_2_clusters_x	Any Matching Go-Terms?_x	Train/Val/Test_x	Experimental P. Falciparum_x	P. Falciparum_x	P. Knowlesi_x	P. Berghei_x	P. Vivax_x	P. Yoelii_x	C. parvum_x	B. bovis_x	index_y	Score_y	Description1_y	Description2_y	Protein_1_clusters_y	Protein_2_clusters_y	Any Matching Go-Terms?_y	Train/Val/Test_y	Experimental P. Falciparum_y	P. Falciparum_y	P. Knowlesi_y	P. Berghei_y	P. Vivax_y	P. Yoelii_y	C. parvum_y	B. bovis_y	spearman_erythrocyte	7_stages	intraerythrocyte_cycle	blood_stages	Spearman_all	Pearson_all
280	500	Q76NN6	Q8ILB6	0.5730460345745086	Ran-specific GTPase-activating protein 1, putative	Mitochondrial acidic protein MAM33, putative	[3, 20, 21]	[3, 9, 20, 21]	0	0	0	0	0	0	0	0	0	0	500	0.5730460345745086	Ran-specific GTPase-activating protein 1, putative	Mitochondrial acidic protein MAM33, putative	[3, 20, 21]	[3, 9, 20, 21]	0	0	0	0	0	0	0	0	0	0	-0.4523809523809524	0.5	0.023809523809523815	-0.28571428571428575	0.3073891625615763	0.32977700303153135
281	15	Q76NN6	Q8ILI6	0.7372349798679352	Ran-specific GTPase-activating protein 1, putative	Acidic leucine-rich nuclear phosphoprotein 32-related protein	[3, 20, 21]	[3, 20, 21]	0	0	0	0	0	0	0	0	0	0	15	0.7372349798679352	Ran-specific GTPase-activating protein 1, putative	Acidic leucine-rich nuclear phosphoprotein 32-related protein	[3, 20, 21]	[3, 20, 21]	0	0	0	0	0	0	0	0	0	0	-0.2380952380952381	0.7500000000000002	0.3571428571428572	0.0	0.5817733990147781	0.521169170822888
282	47	Q76NN6	Q8IM55	0.9311452627182006	Ran-specific GTPase-activating protein 1, putative	Serine/threonine protein phosphatase CPPED1, putative	[3, 20, 21]	[3, 20]	0	0	0	0	0	0	0	0	0	0	47	0.9311452627182006	Ran-specific GTPase-activating protein 1, putative	Serine/threonine protein phosphatase CPPED1, putative	[3, 20, 21]	[3, 20]	0	0	0	0	0	0	0	0	0	0	-0.11904761904761905	0.28571428571428575	0.07142857142857144	-0.7500000000000002	0.6113300492610836	0.5625178221899239
283	268	Q7K6A5	Q8IC01	0.6557865798473358	Multidrug resistance protein 1	Heat shock protein 110	[28]	[1, 6, 16, 28]	0	0	0	0	0	0	0	0	0	0	268	0.6557865798473358	Multidrug resistance protein 1	Heat shock protein 110	[28]	[1, 6, 16, 28]	0	0	0	0	0	0	0	0	0	0	-0.2142857142857143	0.9285714285714288	-0.07142857142857144	0.8571428571428573	0.7256157635467978	0.4271225792683449
284	526	Q7K6A9	Q8I0U7	0.7997030317783356	Proteasome subunit beta	Proteasome subunit beta type-6, putative	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	0	1	526	0.7997030317783356	Proteasome subunit beta	Proteasome subunit beta type-6, putative	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	0	1	0.9761904761904763	0.9642857142857145	1.0	0.8571428571428573	0.898029556650246	0.9094797999783371
285	215	Q7K6A9	Q8I261	0.7858856439590454	Proteasome subunit beta	Proteasome subunit beta	[1, 6]	[1, 6]	1	1	1	1	0	1	1	1	1	1	215	0.7858856439590454	Proteasome subunit beta	Proteasome subunit beta	[1, 6]	[1, 6]	1	1	1	1	0	1	1	1	1	1	0.9761904761904763	0.642857142857143	1.0	0.7857142857142859	0.947783251231527	0.9397404586297546
286	57	Q7K6A9	Q8I2X4	0.9050453066825868	Proteasome subunit beta	Heat shock protein 70	[1, 6]	[1, 6, 16, 28]	0	0	0	0	0	0	0	0	0	0	57	0.9050453066825868	Proteasome subunit beta	Heat shock protein 70	[1, 6]	[1, 6, 16, 28]	0	0	0	0	0	0	0	0	0	0	0.880952380952381	0.25	0.7857142857142858	0.7857142857142859	0.8522167487684728	0.8969578850851457
287	379	Q7K6A9	Q8IAR3	0.6597901821136475	Proteasome subunit beta	Proteasome subunit alpha type-6, putative	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	1	1	379	0.6597901821136475	Proteasome subunit beta	Proteasome subunit alpha type-6, putative	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	1	1	0.9761904761904763	0.7500000000000002	0.9761904761904763	0.8928571428571429	0.9290640394088666	0.8700740753810847
288	405	Q7K6A9	Q8IBI3	0.8738824188709259	Proteasome subunit beta	Proteasome subunit alpha type	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	1	1	405	0.8738824188709259	Proteasome subunit beta	Proteasome subunit alpha type	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	1	1	0.9523809523809524	0.10714285714285716	1.0	0.8571428571428573	0.895566502463054	0.8784163990205521
289	334	Q7K6A9	Q8IC01	0.936710488796234	Proteasome subunit beta	Heat shock protein 110	[1, 6]	[1, 6, 16, 28]	0	0	0	0	0	0	0	0	0	0	334	0.936710488796234	Proteasome subunit beta	Heat shock protein 110	[1, 6]	[1, 6, 16, 28]	0	0	0	0	0	0	0	0	0	0	0.3571428571428572	0.5714285714285715	0.07142857142857144	-0.3571428571428572	0.5950738916256156	0.4385533437708259
290	191	Q7K6A9	Q8IDG2	0.6040418467484414	Proteasome subunit beta	Proteasome subunit alpha type	[1, 6]	[1, 6, 16]	1	1	1	1	1	1	1	1	1	1	191	0.6040418467484414	Proteasome subunit beta	Proteasome subunit alpha type	[1, 6]	[1, 6, 16]	1	1	1	1	1	1	1	1	1	1	0.9761904761904763	0.3571428571428572	0.9761904761904763	0.9642857142857145	0.9541871921182266	0.9192638234126274
291	304	Q7K6A9	Q8IDG3	0.6322721302509308	Proteasome subunit beta	Proteasome subunit alpha type	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	1	1	304	0.6322721302509308	Proteasome subunit beta	Proteasome subunit alpha type	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	1	1	0.9523809523809524	0.5714285714285715	0.9761904761904763	0.8214285714285715	0.8847290640394087	0.8001143088740126
292	531	Q7K6A9	Q8II43	0.9745667576789856	Proteasome subunit beta	T-complex protein 1 subunit alpha	[1, 6]	[1, 6]	0	0	0	0	0	0	0	0	0	0	531	0.9745667576789856	Proteasome subunit beta	T-complex protein 1 subunit alpha	[1, 6]	[1, 6]	0	0	0	0	0	0	0	0	0	0	0.30952380952380953	0.39285714285714296	0.07142857142857144	-0.21428571428571433	0.6019704433497536	0.4456716552190563
293	168	Q7K6A9	Q8IJN9	0.7693220615386963	Proteasome subunit beta	Heat shock protein 60	[1, 6]	[1, 6, 16]	0	0	0	0	0	0	0	0	0	0	168	0.7693220615386963	Proteasome subunit beta	Heat shock protein 60	[1, 6]	[1, 6, 16]	0	0	0	0	0	0	0	0	0	0	0.7142857142857144	-0.10714285714285716	0.5952380952380953	0.6785714285714287	0.630541871921182	0.5236973551155296
294	346	Q7K6A9	Q8IJT1	0.5558761455118656	Proteasome subunit beta	Proteasome subunit beta	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	1	1	346	0.5558761455118656	Proteasome subunit beta	Proteasome subunit beta	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	1	1	1.0	0.9642857142857145	1.0	0.8928571428571429	0.9236453201970442	0.9268914441047074
295	216	Q7K6A9	Q8IK90	0.5391262378543615	Proteasome subunit beta	Proteasome subunit alpha type-1, putative	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	1	0	216	0.5391262378543615	Proteasome subunit beta	Proteasome subunit alpha type-1, putative	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	1	0	0.9523809523809524	0.8571428571428573	1.0	0.9285714285714288	0.9310344827586206	0.9072240974690683
296	456	Q7KQK6	Q8I608	0.9941964507102966	GTP-binding nuclear protein	Nucleosome assembly protein	[21]	[3, 14, 20, 21]	0	0	0	0	0	0	0	0	0	0	456	0.9941964507102966	GTP-binding nuclear protein	Nucleosome assembly protein	[21]	[3, 14, 20, 21]	0	0	0	0	0	0	0	0	0	0	-0.6904761904761906	0.7142857142857144	-0.5000000000000001	0.25	0.6009852216748767	0.6676883724536279
297	377	Q7KQK6	Q8IE84	0.6129848090931773	GTP-binding nuclear protein	V-type proton ATPase subunit G, putative	[21]	[1]	0	0	0	0	0	0	0	0	0	0	377	0.6129848090931773	GTP-binding nuclear protein	V-type proton ATPase subunit G, putative	[21]	[1]	0	0	0	0	0	0	0	0	0	0	0.4761904761904762	0.25	0.7380952380952381	-0.21428571428571433	0.7536945812807879	0.7496344516228769
298	258	Q7KQK6	Q8ILB6	0.5610793471336365	GTP-binding nuclear protein	Mitochondrial acidic protein MAM33, putative	[21]	[3, 9, 20, 21]	0	0	0	0	0	0	0	0	0	0	258	0.5610793471336365	GTP-binding nuclear protein	Mitochondrial acidic protein MAM33, putative	[21]	[3, 9, 20, 21]	0	0	0	0	0	0	0	0	0	0	0.7142857142857144	0.14285714285714288	0.4285714285714286	0.6071428571428572	0.588669950738916	0.5336286607936214
299	447	Q7KQL5	Q8I0P6	0.8548926472663879	Tubulin beta chain	Elongation factor 1-alpha	[2, 18]	[0, 2, 18]	1	1	0	0	0	0	0	0	1	0	447	0.8548926472663879	Tubulin beta chain	Elongation factor 1-alpha	[2, 18]	[0, 2, 18]	1	1	0	0	0	0	0	0	1	0	-0.3571428571428572	-0.25	-0.5000000000000001	-0.3214285714285715	-0.04334975369458127	-0.019549934495509083
300	281	Q7KQL5	Q8I0V2	0.614089785516262	Tubulin beta chain	ATP synthase subunit beta	[2, 18]	[0, 2, 14, 18, 24]	0	0	0	0	0	0	0	0	1	0	281	0.614089785516262	Tubulin beta chain	ATP synthase subunit beta	[2, 18]	[0, 2, 14, 18, 24]	0	0	0	0	0	0	0	0	1	0	0.9523809523809524	0.9285714285714288	0.880952380952381	0.8214285714285715	0.8615763546798028	0.7764164385455068
301	357	Q7KQL5	Q8I1V1	0.8344494044780731	Tubulin beta chain	26S protease regulatory subunit 6B, putative	[2, 18]	[2, 18]	0	0	0	0	0	0	0	0	0	0	357	0.8344494044780731	Tubulin beta chain	26S protease regulatory subunit 6B, putative	[2, 18]	[2, 18]	0	0	0	0	0	0	0	0	0	0	0.7857142857142858	0.4642857142857144	0.7857142857142858	0.9642857142857145	0.5098522167487685	0.6339846827590394
302	14	Q7KQL5	Q8IET7	0.6145927727222442	Tubulin beta chain	40S ribosomal protein S7	[2, 18]	[0, 2, 18]	0	0	0	0	0	0	0	0	0	0	14	0.6145927727222442	Tubulin beta chain	40S ribosomal protein S7	[2, 18]	[0, 2, 18]	0	0	0	0	0	0	0	0	0	0	-0.3333333333333334	-0.14285714285714288	-0.4047619047619048	-0.3571428571428572	-0.07881773399014776	-0.12067019769018653
303	473	Q7KQL5	Q8IFP3	0.6655917681753636	Tubulin beta chain	Tubulin alpha chain	[2, 18]	[2, 18]	1	0	1	1	0	1	1	1	1	0	473	0.6655917681753636	Tubulin beta chain	Tubulin alpha chain	[2, 18]	[2, 18]	1	0	1	1	0	1	1	1	1	0	0.4047619047619048	0.39285714285714296	-0.38095238095238104	-0.7857142857142859	0.16453201970443346	0.13089299130702928
304	480	Q7KQL5	Q8IJW0	0.5326689586043358	Tubulin beta chain	26S protease regulatory subunit 4, putative	[2, 18]	[2, 18]	0	0	0	0	0	0	0	0	0	0	480	0.5326689586043358	Tubulin beta chain	26S protease regulatory subunit 4, putative	[2, 18]	[2, 18]	0	0	0	0	0	0	0	0	0	0	0.7857142857142858	0.25	0.7619047619047621	0.9642857142857145	0.5123152709359605	0.6037851516586894
305	263	Q7KQL5	Q8IKF0	0.9997753024101256	Tubulin beta chain	RNA helicase	[2, 18]	[0, 2, 10, 18, 24]	0	0	0	0	0	0	0	0	1	0	263	0.9997753024101256	Tubulin beta chain	RNA helicase	[2, 18]	[0, 2, 10, 18, 24]	0	0	0	0	0	0	0	0	1	0	-0.4047619047619048	-0.3214285714285715	-0.6666666666666669	-0.39285714285714296	-0.15960591133004923	-0.12501696131613838
306	174	Q7KQL5	Q8IKK7	0.544692063331604	Tubulin beta chain	Glyceraldehyde-3-phosphate dehydrogenase	[2, 18]	[2]	0	0	0	1	0	0	0	0	1	0	174	0.544692063331604	Tubulin beta chain	Glyceraldehyde-3-phosphate dehydrogenase	[2, 18]	[2]	0	0	0	1	0	0	0	0	1	0	0.3333333333333334	0.07142857142857144	0.261904761904762	0.07142857142857144	0.28866995073891616	0.4234722423785968
307	192	Q7KQL5	Q8IKR1	0.8600964307785034	Tubulin beta chain	H(+)-exporting diphosphatase	[2, 18]	[2, 18]	0	0	0	0	0	0	0	0	0	0	192	0.8600964307785034	Tubulin beta chain	H(+)-exporting diphosphatase	[2, 18]	[2, 18]	0	0	0	0	0	0	0	0	0	0	-0.880952380952381	-0.3214285714285715	-0.8333333333333335	-0.8928571428571429	-0.431527093596059	-0.39723396189086524
308	34	Q7KQL5	Q8ILB6	0.937140941619873	Tubulin beta chain	Mitochondrial acidic protein MAM33, putative	[2, 18]	[3, 9, 20, 21]	0	0	0	0	0	0	0	0	0	0	34	0.937140941619873	Tubulin beta chain	Mitochondrial acidic protein MAM33, putative	[2, 18]	[3, 9, 20, 21]	0	0	0	0	0	0	0	0	0	0	0.6190476190476191	0.14285714285714288	0.38095238095238104	0.5714285714285715	0.6216748768472905	0.4303915890259145
309	550	Q7KQL9	Q8II61	0.5620351552963256	Fructose-bisphosphate aldolase	60S acidic ribosomal protein P0	[8]	[3, 20, 21]	0	0	0	0	0	0	0	0	1	1	550	0.5620351552963256	Fructose-bisphosphate aldolase	60S acidic ribosomal protein P0	[8]	[3, 20, 21]	0	0	0	0	0	0	0	0	1	1	-0.3333333333333334	0.8214285714285715	-0.1666666666666667	0.3214285714285715	0.702463054187192	0.5282451097169542
310	294	Q7KQL9	Q8IJN7	0.577183285402134	Fructose-bisphosphate aldolase	Enolase	[8]	[8]	1	0	0	1	0	0	0	0	0	0	294	0.577183285402134	Fructose-bisphosphate aldolase	Enolase	[8]	[8]	1	0	0	1	0	0	0	0	0	0	0.11904761904761905	0.9642857142857145	-0.04761904761904763	0.14285714285714288	0.643349753694581	0.587590586688632
311	343	Q7KQM0	Q8II24	0.7518433850258589	Triosephosphate isomerase	Heat shock protein 70	[4]	[4, 10, 16]	0	0	0	0	0	0	0	0	1	1	343	0.7518433850258589	Triosephosphate isomerase	Heat shock protein 70	[4]	[4, 10, 16]	0	0	0	0	0	0	0	0	1	1	0.9523809523809524	0.21428571428571433	0.9523809523809524	0.6071428571428572	0.7241379310344827	0.8161238556281343
312	241	Q7KQM4	Q8IM16	0.7676784098148346	Plasmepsin I	Plasmepsin IV	[]	[]	1	0	0	0	0	0	0	0	0	0	241	0.7676784098148346	Plasmepsin I	Plasmepsin IV	[]	[]	1	0	0	0	0	0	0	0	0	0	0.9761904761904763	0.9642857142857145	0.9285714285714287	0.9285714285714288	0.927093596059113	0.9009477424238725
313	374	Q8I0P6	Q8I0V2	0.9785741806030274	Elongation factor 1-alpha	ATP synthase subunit beta	[0, 2, 18]	[0, 2, 14, 18, 24]	0	0	0	1	1	1	1	1	1	1	374	0.9785741806030274	Elongation factor 1-alpha	ATP synthase subunit beta	[0, 2, 18]	[0, 2, 14, 18, 24]	0	0	0	1	1	1	1	1	1	1	-0.1666666666666667	-0.3571428571428572	-0.4285714285714286	0.25	0.1088669950738916	0.161059801907924
314	454	Q8I0P6	Q8I1V1	0.9999000310897828	Elongation factor 1-alpha	26S protease regulatory subunit 6B, putative	[0, 2, 18]	[2, 18]	0	0	0	0	0	0	0	0	0	0	454	0.9999000310897828	Elongation factor 1-alpha	26S protease regulatory subunit 6B, putative	[0, 2, 18]	[2, 18]	0	0	0	0	0	0	0	0	0	0	0.1666666666666667	0.0	-0.023809523809523815	-0.14285714285714288	0.34778325123152704	0.015521359354505007
315	491	Q8I0P6	Q8I289	0.9241816163063048	Elongation factor 1-alpha	Heptatricopeptide repeat and RAP domain-containing protein, putative	[0, 2, 18]	[2, 18]	0	0	0	0	0	0	0	0	0	0	491	0.9241816163063048	Elongation factor 1-alpha	Heptatricopeptide repeat and RAP domain-containing protein, putative	[0, 2, 18]	[2, 18]	0	0	0	0	0	0	0	0	0	0	0.30952380952380953	-0.3571428571428572	0.09523809523809526	0.3214285714285715	0.29655172413793096	0.19473096387936753
316	546	Q8I0P6	Q8IB03	0.5226507939398288	Elongation factor 1-alpha	Chaperone protein ClpB1	[0, 2, 18]	[2, 18]	0	0	0	0	0	0	0	0	0	0	546	0.5226507939398288	Elongation factor 1-alpha	Chaperone protein ClpB1	[0, 2, 18]	[2, 18]	0	0	0	0	0	0	0	0	0	0	0.4761904761904762	0.10714285714285716	0.261904761904762	0.28571428571428575	0.4212341453308607	0.45963699063739666
317	528	Q8I0P6	Q8IBV7	0.9754770874977112	Elongation factor 1-alpha	Histone H2B	[0, 2, 18]	[0, 14, 27, 30]	0	0	0	0	0	0	0	0	0	0	528	0.9754770874977112	Elongation factor 1-alpha	Histone H2B	[0, 2, 18]	[0, 14, 27, 30]	0	0	0	0	0	0	0	0	0	0	-0.8333333333333335	-0.07142857142857144	-0.9285714285714287	-0.6785714285714287	0.14581280788177337	-0.14395739514161393
318	452	Q8I0P6	Q8IDN6	0.5227838814258575	Elongation factor 1-alpha	Protein transport protein SEC61 subunit alpha	[0, 2, 18]	[5]	0	0	0	0	0	0	0	0	0	0	452	0.5227838814258575	Elongation factor 1-alpha	Protein transport protein SEC61 subunit alpha	[0, 2, 18]	[5]	0	0	0	0	0	0	0	0	0	0	0.3333333333333334	0.5357142857142858	0.14285714285714288	0.8214285714285715	0.469950738916256	0.14633889009090342
319	498	Q8I0P6	Q8IEC8	0.974586308002472	Elongation factor 1-alpha	Translocation protein SEC63, putative	[0, 2, 18]	[2, 5]	0	0	0	0	0	0	0	0	0	0	498	0.974586308002472	Elongation factor 1-alpha	Translocation protein SEC63, putative	[0, 2, 18]	[2, 5]	0	0	0	0	0	0	0	0	0	0	-0.2142857142857143	0.0	0.023809523809523815	0.4642857142857144	0.3763546798029556	0.009216628919594086
320	113	Q8I0P6	Q8IET7	0.7016216896474361	Elongation factor 1-alpha	40S ribosomal protein S7	[0, 2, 18]	[0, 2, 18]	1	1	1	1	1	1	1	1	1	1	113	0.7016216896474361	Elongation factor 1-alpha	40S ribosomal protein S7	[0, 2, 18]	[0, 2, 18]	1	1	1	1	1	1	1	1	1	1	0.880952380952381	-0.3571428571428572	0.9761904761904763	0.8214285714285715	0.5935960591133004	0.264286481810344
321	1	Q8I0P6	Q8IFP3	0.913918673992157	Elongation factor 1-alpha	Tubulin alpha chain	[0, 2, 18]	[2, 18]	1	0	0	0	0	0	0	0	1	0	1	0.913918673992157	Elongation factor 1-alpha	Tubulin alpha chain	[0, 2, 18]	[2, 18]	1	0	0	0	0	0	0	0	1	0	-0.523809523809524	-0.8571428571428573	0.880952380952381	0.3214285714285715	0.07931034482758618	-0.10135217025944875
322	524	Q8I0P6	Q8IIJ8	0.5071525335311889	Elongation factor 1-alpha	Heat shock protein 101	[0, 2, 18]	[2, 18]	0	0	0	0	0	0	0	0	0	0	524	0.5071525335311889	Elongation factor 1-alpha	Heat shock protein 101	[0, 2, 18]	[2, 18]	0	0	0	0	0	0	0	0	0	0	-0.28571428571428575	0.10714285714285716	0.023809523809523815	0.03571428571428572	0.3290640394088669	0.016299066214102896
323	380	Q8I0P6	Q8IIV2	0.6506299659609794	Elongation factor 1-alpha	Histone H4	[0, 2, 18]	[0, 14, 27, 30]	0	0	0	1	1	1	1	0	1	1	380	0.6506299659609794	Elongation factor 1-alpha	Histone H4	[0, 2, 18]	[0, 14, 27, 30]	0	0	0	1	1	1	1	0	1	1	-0.880952380952381	-0.7857142857142859	-0.8333333333333335	-0.6071428571428572	-0.2990147783251231	-0.26156959845515815
324	8	Q8I0P6	Q8IJW0	0.8538144707679749	Elongation factor 1-alpha	26S protease regulatory subunit 4, putative	[0, 2, 18]	[2, 18]	0	0	0	0	0	0	0	0	0	0	8	0.8538144707679749	Elongation factor 1-alpha	26S protease regulatory subunit 4, putative	[0, 2, 18]	[2, 18]	0	0	0	0	0	0	0	0	0	0	0.1666666666666667	0.0	0.023809523809523815	-0.14285714285714288	0.4980295566502462	0.2587990460570079
325	352	Q8I0P6	Q8IKF0	0.9994900107383728	Elongation factor 1-alpha	RNA helicase	[0, 2, 18]	[0, 2, 10, 18, 24]	0	0	0	1	1	1	1	1	1	1	352	0.9994900107383728	Elongation factor 1-alpha	RNA helicase	[0, 2, 18]	[0, 2, 10, 18, 24]	0	0	0	1	1	1	1	1	1	1	0.8095238095238096	0.642857142857143	0.9523809523809524	0.6785714285714287	0.7517241379310343	0.5846301518880177
326	273	Q8I0P6	Q8IKK7	0.9170876860618592	Elongation factor 1-alpha	Glyceraldehyde-3-phosphate dehydrogenase	[0, 2, 18]	[2]	0	0	0	1	1	1	0	1	1	1	273	0.9170876860618592	Elongation factor 1-alpha	Glyceraldehyde-3-phosphate dehydrogenase	[0, 2, 18]	[2]	0	0	0	1	1	1	0	1	1	1	0.7142857142857144	0.7857142857142859	0.5714285714285715	0.7857142857142859	0.8059113300492609	0.7517783546796337
327	289	Q8I0P6	Q8IKR1	0.5721960484981536	Elongation factor 1-alpha	H(+)-exporting diphosphatase	[0, 2, 18]	[2, 18]	0	0	0	0	0	0	0	0	0	0	289	0.5721960484981536	Elongation factor 1-alpha	H(+)-exporting diphosphatase	[0, 2, 18]	[2, 18]	0	0	0	0	0	0	0	0	0	0	0.261904761904762	0.642857142857143	0.5714285714285715	0.42857142857142866	0.7344827586206896	0.5613288380827284
328	83	Q8I0U7	Q8I261	0.8155449688434601	Proteasome subunit beta type-6, putative	Proteasome subunit beta	[1, 6]	[1, 6]	1	1	1	1	0	1	1	1	0	1	83	0.8155449688434601	Proteasome subunit beta type-6, putative	Proteasome subunit beta	[1, 6]	[1, 6]	1	1	1	1	0	1	1	1	0	1	0.9523809523809524	0.6785714285714287	1.0	0.9642857142857145	0.9349753694581279	0.9537233111783823
329	209	Q8I0U7	Q8IAR3	0.606773267313838	Proteasome subunit beta type-6, putative	Proteasome subunit alpha type-6, putative	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	0	1	209	0.606773267313838	Proteasome subunit beta type-6, putative	Proteasome subunit alpha type-6, putative	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	0	1	0.9523809523809524	0.7857142857142859	0.9761904761904763	0.9642857142857145	0.9615763546798027	0.9069152578086594
330	237	Q8I0U7	Q8IBI3	0.952688193321228	Proteasome subunit beta type-6, putative	Proteasome subunit alpha type	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	0	1	237	0.952688193321228	Proteasome subunit beta type-6, putative	Proteasome subunit alpha type	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	0	1	0.9285714285714287	0.14285714285714288	1.0	1.0	0.8773399014778324	0.8556990049624759
331	203	Q8I0U7	Q8IC01	0.6297559728845954	Proteasome subunit beta type-6, putative	Heat shock protein 110	[1, 6]	[1, 6, 16, 28]	0	0	0	0	0	0	0	0	0	0	203	0.6297559728845954	Proteasome subunit beta type-6, putative	Heat shock protein 110	[1, 6]	[1, 6, 16, 28]	0	0	0	0	0	0	0	0	0	0	0.38095238095238104	0.4642857142857144	0.07142857142857144	-0.14285714285714288	0.4763546798029556	0.27773088201134977
332	63	Q8I0U7	Q8IDG2	0.956131649017334	Proteasome subunit beta type-6, putative	Proteasome subunit alpha type	[1, 6]	[1, 6, 16]	1	1	1	1	1	1	1	1	0	1	63	0.956131649017334	Proteasome subunit beta type-6, putative	Proteasome subunit alpha type	[1, 6]	[1, 6, 16]	1	1	1	1	1	1	1	1	0	1	0.9523809523809524	0.42857142857142866	0.9761904761904763	0.9285714285714288	0.9453201970443348	0.9609946180847613
333	170	Q8I0U7	Q8IDG3	0.5131049221381545	Proteasome subunit beta type-6, putative	Proteasome subunit alpha type	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	0	1	170	0.5131049221381545	Proteasome subunit beta type-6, putative	Proteasome subunit alpha type	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	0	1	0.9285714285714287	0.6785714285714287	0.9761904761904763	0.8571428571428573	0.9389162561576353	0.9140447215441438
334	214	Q8I0U7	Q8IJT1	0.581487999856472	Proteasome subunit beta type-6, putative	Proteasome subunit beta	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	0	1	214	0.581487999856472	Proteasome subunit beta type-6, putative	Proteasome subunit beta	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	0	1	0.9761904761904763	1.0	1.0	0.9642857142857145	0.9443349753694579	0.9624907156593518
335	85	Q8I0U7	Q8IK90	0.725270825624466	Proteasome subunit beta type-6, putative	Proteasome subunit alpha type-1, putative	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	0	0	85	0.725270825624466	Proteasome subunit beta type-6, putative	Proteasome subunit alpha type-1, putative	[1, 6]	[1, 6]	1	1	1	1	1	1	1	1	0	0	0.9761904761904763	0.8214285714285715	1.0	0.8571428571428573	0.9172413793103447	0.9138719439912574
336	324	Q8I0V2	Q8I1V1	0.5347036629915237	ATP synthase subunit beta	26S protease regulatory subunit 6B, putative	[0, 2, 14, 18, 24]	[2, 18]	1	0	0	0	0	0	0	0	0	0	324	0.5347036629915237	ATP synthase subunit beta	26S protease regulatory subunit 6B, putative	[0, 2, 14, 18, 24]	[2, 18]	1	0	0	0	0	0	0	0	0	0	0.8095238095238096	0.5714285714285715	0.6666666666666669	0.8928571428571429	0.6009852216748767	0.6476481853696483
337	362	Q8I0V2	Q8I289	0.6975008647888898	ATP synthase subunit beta	Heptatricopeptide repeat and RAP domain-containing protein, putative	[0, 2, 14, 18, 24]	[2, 18]	0	0	0	0	0	0	0	0	0	0	362	0.6975008647888898	ATP synthase subunit beta	Heptatricopeptide repeat and RAP domain-containing protein, putative	[0, 2, 14, 18, 24]	[2, 18]	0	0	0	0	0	0	0	0	0	0	0.8095238095238096	0.3571428571428572	0.7857142857142858	0.9285714285714288	0.7576354679802954	0.7499708204845996
338	385	Q8I0V2	Q8I3N3	0.6381591141223908	ATP synthase subunit beta	Alpha-MPP	[0, 2, 14, 18, 24]	[11]	0	0	0	1	1	1	1	1	1	1	385	0.6381591141223908	ATP synthase subunit beta	Alpha-MPP	[0, 2, 14, 18, 24]	[11]	0	0	0	1	1	1	1	1	1	1	0.6428571428571429	-0.07142857142857144	0.6190476190476191	0.8571428571428573	0.6399014778325122	0.8329050913640708
339	162	Q8I0V2	Q8I5H4	0.8338174819946289	ATP synthase subunit beta	Polyadenylate-binding protein	[0, 2, 14, 18, 24]	[0, 14, 18, 24, 27, 30]	0	0	0	0	0	0	0	0	0	0	162	0.8338174819946289	ATP synthase subunit beta	Polyadenylate-binding protein	[0, 2, 14, 18, 24]	[0, 14, 18, 24, 27, 30]	0	0	0	0	0	0	0	0	0	0	-0.8571428571428572	-0.25	-0.8095238095238096	-0.5357142857142858	-0.27832512315270924	-0.19261494519723965
340	93	Q8I0V2	Q8IB24	0.9565654039382936	ATP synthase subunit beta	Heat shock 70 kDa protein	[0, 2, 14, 18, 24]	[0, 10, 14, 24]	1	0	0	0	1	1	1	1	1	0	93	0.9565654039382936	ATP synthase subunit beta	Heat shock 70 kDa protein	[0, 2, 14, 18, 24]	[0, 10, 14, 24]	1	0	0	0	1	1	1	1	1	0	0.2142857142857143	-0.28571428571428575	0.07142857142857144	0.10714285714285716	0.2975369458128078	0.4283701032062715
